Energy / kT,Colloid height at energy barrier / lamD,R/l_D,Concentration / mM,Particle potential,Defect potential,Surface potential,Average surface potential,Defect density,Defect number,Half box width / m
1.7997522091778317,0.1,5.0,1.0,-1.0,0.0,-1.0,-1.0000000000000002,0.0,0.0,1.2206581945473193e-08
0.8873539905499783,0.1,5.0,1.0,-1.0,0.0,-0.5,-0.5000000000000001,0.0,0.0,1.2206581945473193e-08
0.4461658195852954,1.2,5.0,1.0,-0.5,0.0,-2.0,-2.0,0.0,0.0,1.2206581945473193e-08
0.46117481709597974,1.0,5.0,1.0,-0.5,0.0,-1.5,-1.4999999999999996,0.0,0.0,1.2206581945473193e-08
0.4716248734999351,0.4,5.0,1.0,-0.5,0.0,-1.0,-1.0000000000000002,0.0,0.0,1.2206581945473193e-08
0.4510208127943645,0.1,5.0,1.0,-0.5,0.0,-0.5,-0.5000000000000001,0.0,0.0,1.2206581945473193e-08
9.172327287743277,0.1,7.0,0.1,-2.0,0.0,-2.0,-2.0,0.0,0.0,2.498643506993452e-08
7.668175619898716,0.1,7.0,0.1,-2.0,0.0,-1.5,-1.4999999999999996,0.0,0.0,2.498643506993452e-08
5.051916707084013,0.1,7.0,0.1,-2.0,0.0,-1.0,-1.0000000000000002,0.0,0.0,2.498643506993452e-08
1.871505055277433,0.4,7.0,0.1,-2.0,0.0,-0.5,-0.49999999999999994,0.0,0.0,2.498643506993452e-08
5.353863525421061,0.1,7.0,0.1,-1.5,0.0,-2.0,-2.0,0.0,0.0,2.498643506993452e-08
5.173380096184491,0.1,7.0,0.1,-1.5,0.0,-1.5,-1.4999999999999996,0.0,0.0,2.498643506993452e-08
3.90751686310995,0.1,7.0,0.1,-1.5,0.0,-1.0,-1.0000000000000002,0.0,0.0,2.498643506993452e-08
1.5646813413955785,0.4,7.0,0.1,-1.5,0.0,-0.5,-0.49999999999999994,0.0,0.0,2.498643506993452e-08
2.2999304077705127,0.7,7.0,0.1,-1.0,0.0,-2.0,-2.0,0.0,0.0,2.498643506993452e-08
2.349902636252798,0.4,7.0,0.1,-1.0,0.0,-1.5,-1.4999999999999996,0.0,0.0,2.498643506993452e-08
2.3030034174936476,0.1,7.0,0.1,-1.0,0.0,-1.0,-1.0000000000000002,0.0,0.0,2.498643506993452e-08
1.2678485932705454,0.1,7.0,0.1,-1.0,0.0,-0.5,-0.49999999999999994,0.0,0.0,2.498643506993452e-08
0.5482350734061395,1.2,7.0,0.1,-0.5,0.0,-2.0,-2.0,0.0,0.0,2.498643506993452e-08
0.5647660816655665,1.0,7.0,0.1,-0.5,0.0,-1.5,-1.4999999999999996,0.0,0.0,2.498643506993452e-08
0.5778202753663735,0.7,7.0,0.1,-0.5,0.0,-1.0,-1.0000000000000002,0.0,0.0,2.498643506993452e-08
0.5762347036774065,0.1,7.0,0.1,-0.5,0.0,-0.5,-0.49999999999999994,0.0,0.0,2.498643506993452e-08
9.968738834337051,0.1,7.0,0.5,-2.0,0.0,-2.0,-1.9999999999999998,0.0,0.0,1.7227179831574007e-08
8.025388805844466,0.1,7.0,0.5,-2.0,0.0,-1.5,-1.5000000000000027,0.0,0.0,1.7227179831574007e-08
4.945960032334964,0.1,7.0,0.5,-2.0,0.0,-1.0,-1.0000000000000002,0.0,0.0,1.7227179831574007e-08
1.8232881584521932,0.4,7.0,0.5,-2.0,0.0,-0.5,-0.5000000000000001,0.0,0.0,1.7227179831574007e-08
6.149424740382839,0.1,7.0,0.5,-1.5,0.0,-2.0,-1.9999999999999998,0.0,0.0,1.7227179831574007e-08
5.643080098726712,0.1,7.0,0.5,-1.5,0.0,-1.5,-1.5000000000000027,0.0,0.0,1.7227179831574007e-08
4.032467924397787,0.1,7.0,0.5,-1.5,0.0,-1.0,-1.0000000000000002,0.0,0.0,1.7227179831574007e-08
1.5709075266573604,0.4,7.0,0.5,-1.5,0.0,-0.5,-0.5000000000000001,0.0,0.0,1.7227179831574007e-08
2.672376356219198,0.4,7.0,0.5,-1.0,0.0,-2.0,-1.9999999999999998,0.0,0.0,1.7227179831574007e-08
2.6486058712603686,0.1,7.0,0.5,-1.0,0.0,-1.5,-1.5000000000000027,0.0,0.0,1.7227179831574007e-08
2.5185976558573437,0.1,7.0,0.5,-1.0,0.0,-1.0,-1.0000000000000002,0.0,0.0,1.7227179831574007e-08
1.2444017376724956,0.1,7.0,0.5,-1.0,0.0,-0.5,-0.5000000000000001,0.0,0.0,1.7227179831574007e-08
0.624114952521792,1.2,7.0,0.5,-0.5,0.0,-2.0,-1.9999999999999998,0.0,0.0,1.7227179831574007e-08
0.6449842793955051,1.0,7.0,0.5,-0.5,0.0,-1.5,-1.5000000000000027,0.0,0.0,1.7227179831574007e-08
0.6591806863428434,0.4,7.0,0.5,-0.5,0.0,-1.0,-1.0000000000000002,0.0,0.0,1.7227179831574007e-08
0.6311514934229674,0.1,7.0,0.5,-0.5,0.0,-0.5,-0.5000000000000001,0.0,0.0,1.7227179831574007e-08
10.05856819659206,0.1,7.0,1.0,-2.0,0.0,-2.0,-1.9999999999999998,0.0,0.0,1.3206581945473192e-08
7.911415704291579,0.1,7.0,1.0,-2.0,0.0,-1.5,-1.5,0.0,0.0,1.3206581945473192e-08
4.632243663435581,0.1,7.0,1.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,1.3206581945473192e-08
1.590583926167108,0.4,7.0,1.0,-2.0,0.0,-0.5,-0.5,0.0,0.0,1.3206581945473192e-08
6.3767648494222655,0.1,7.0,1.0,-1.5,0.0,-2.0,-1.9999999999999998,0.0,0.0,1.3206581945473192e-08
5.704402402835066,0.1,7.0,1.0,-1.5,0.0,-1.5,-1.5,0.0,0.0,1.3206581945473192e-08
3.9332046109968126,0.1,7.0,1.0,-1.5,0.0,-1.0,-1.0,0.0,0.0,1.3206581945473192e-08
1.448140107005866,0.4,7.0,1.0,-1.5,0.0,-0.5,-0.5,0.0,0.0,1.3206581945473192e-08
2.8100807476310323,0.4,7.0,1.0,-1.0,0.0,-2.0,-1.9999999999999998,0.0,0.0,1.3206581945473192e-08
2.796979404725872,0.1,7.0,1.0,-1.0,0.0,-1.5,-1.5,0.0,0.0,1.3206581945473192e-08
2.549328707794488,0.1,7.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1.3206581945473192e-08
1.16555579425742,0.1,7.0,1.0,-1.0,0.0,-0.5,-0.5,0.0,0.0,1.3206581945473192e-08
0.6525739760476689,1.0,7.0,1.0,-0.5,0.0,-2.0,-1.9999999999999998,0.0,0.0,1.3206581945473192e-08
0.6686099644109118,1.0,7.0,1.0,-0.5,0.0,-1.5,-1.5,0.0,0.0,1.3206581945473192e-08
0.6973932505396795,0.4,7.0,1.0,-0.5,0.0,-1.0,-1.0,0.0,0.0,1.3206581945473192e-08
0.6393590193664573,0.1,7.0,1.0,-0.5,0.0,-0.5,-0.5,0.0,0.0,1.3206581945473192e-08
